,Ref,Cosine_Similarity,Cosine_Smiles,Euclidean Distance,Euclidean Smiles,Generate_scores,Generate,Random Scores,Random Generate
81,CC(C)C#Cc1cnc2O[C@H](CN(C)Cc3cncnc3)[C@H](C)CN([C@@H](C)CO)C(=O)c2c1,0.5,CC(C)NC(=O)Nc1ccc2O[C@H](CN(C)S(=O)(=O)c3ccccc3)[C@@H](C)CN([C@@H](C)CO)C(=O)Cc2c1,0.25,COc1ccccc1OCC(O)COC(N)=O,0.69,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCCN(C)C)ccc2O1,0.59,COc1cccc(S(=O)(=O)N(C)CC2OCCCCC(C)Oc3ccc(NC(=O)CCC(F)(F)F)cc3C(=O)N(C(C)CO)CC2C)c1
82,CC(C)C#Cc1cnc2O[C@H](CN(C)Cc3cncnc3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1,0.86,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2cnccn2)Oc3ncc(C#CCN(C)C)cc3C1=O,0.18,O=c1n([se]c2ccccc12)-c1ccccc1,0.73,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)CCCN(C)C)ccc2OC1CN(C)Cc1ccc(C(=O)O)cc1,0.34,Cn1c2c(c3c(N)noc31)CCN(CCC(F)(F)F)C2CO
83,CC(C)CC(=O)c1c(O)c(C)c(O)c2c1oc3c(C(=O)CC(C)C)c(O)c(C)c(O)c32,0.34,CC[C@H]([C@H]1O[C@@](CC)(C[C@@H]1C)[C@H]2CC[C@](O)(CC)[C@H](C)O2)C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc3ccc(C)c(O)c3C(=O)O,0.07,C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1,0.31,CCCCCCNC(=O)CC1CC2c3cc(NC(=O)c4cccnc4)ccc3OC2C(CO)O1,0.19,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NCCCCCCNCCCCNCCCCn1c(N)ccnc1=O
84,CC(C)CC1N2C(=O)C(NC(=O)C3CN(C)C4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(OC2(O)C7CCCN7C1=O)C(C)C,0.0,COc1ccc(cc1)[Si](C)(C)[C@@H]2[C@@H](C)[C@@]3(O[C@H]2CCO)C(=O)N(Cc4cccc(NC(=O)C)c4)c5ccccc53,0.0,CNCCCCOc1ccccc1Cc1ccccc1,0.0,CN(C)C(c1ccc(NC(=O)c2cccnc2)cc1)c1c[nH]c2ccccc12,0.0,Cc1c(C)c(C)c(C(=O)N(C)C)c(C)c1C
85,CC(C)C[C@@H]1COCc2cn(CCCC(=O)N1)nn2,0.0,OC[C@@H]1O[C@H](CC(=O)N2CCOCC2)C=C[C@H]1NC(=O)NC1CCCCC1,0.0,COC(=O)C[C@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2CCC(F)(F)F)O1,0.0,CC1CN(C(C)CO)C(=O)c2ccccc2-c2ccccc2COC1CN(C)S(=O)(=O)c1ccc(Cl)cc1,0.0,COc1ccc(OC)c(CN2CCN(CC(O)COc3ccccc3O)CC2)c1
86,CC(C)C[C@@H]1COCc2cn(CC[C@H](C)C(=O)N1)nn2,0.0,Clc1cccc(C[C@H]2CCn3cc(COC[C@H](NC2=O)c2ccccc2)nn3)c1,0.0,Cc1ccc(C)c(OCCCC(C)(C)C(O)=O)c1,0.0,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)NC(C)(C)C)ccc2OC1CN(C)Cc1ccccn1,0.0,COc1ccccc1C1C(C#N)N(C(=O)c2ccccc2F)C1CO
87,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)C4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,0.0,CCC(=O)N1C[C@H](O)COC[C@H]2O[C@H](CC(=O)NCc3cc(F)cc(F)c3)CC[C@H]12,0.0,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O,0.0,CC1CN(C(C)CO)S(=O)(=O)c2ccc(-c3ccccc3C(=O)N(C)C)cc2OC1CN(C)C(=O)c1cccnc1,0.0,CCCCCCNCCCCNC(=O)c1ccc(O)c(O)c1
88,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@H]4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@H]2CCCN2C1=O)C(C)C,0.0,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@H](CC=C(C)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)C=CC=C6CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@@]76O)C)O2,0.0,O[C@H]1COC[C@H]2O[C@@H](CC(=O)Nc3ccc(cc3)-c3ccccc3)CC[C@@H]2N(Cc2ccc3OCOc3c2)C1,0.0,CCCNC(=O)Nc1ccc2c(c1)C1CC(CC(=O)N3CCOCC3)OC(CO)C1O2,0.0,COc1ccccc1C#Cc1cnc2c(c1)C(CN(C)Cc1ccccc1C(=O)O)N(C(C)CO)C(CO)CC(CO)O2
89,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)[C@@H](O)CC(O)=O,0.16,Clc1cncc(n1)N2CCNCC2,0.13,CC1(C)Oc2ccc3ccc(=O)oc3c2CC1O,0.48,CC(=O)NC(C)C(=O)NC(Cc1ccc(Cl)cc1)C(=O)NC(Cc1ccc(Cl)cc1)C(=O)NCCC(=O)NCCC(=O)NCCC(=O)NC(CCCNC(=N)N)C(=O)NCCCCNC=N,0.12,COc1ccccc1-c1nnc2ccc(N)nn12
90,CC(C)C[C@H]1COCc2cn(CC[C@H](C)C(=O)N1)nn2,0.0,CC(C)NC(=O)Nc1ccc2O[C@@H](C)CCCCO[C@H](CN(C)C(=O)NC(C)C)[C@H](C)CN([C@@H](C)CO)C(=O)c2c1,0.0,OC[C@@H]1[C@H]([C@@H](C#N)N1C(=O)Cc1ccncc1)c1ccc(cc1)C1=CCCCC1,0.0,CN(C)C(=O)CC1CC2c3cc(NC(=O)c4cccnc4)ccc3OC2C(CO)O1,0.0,COC(CN(C)S(=O)(=O)c1ccccc1C)C(C)CN(Cc1ccccc1Cl)C(C)CO
91,CC(C)N1CCN(CC1)c1ccc(cc1)C(=O)c1c(sc2cc(O)ccc12)-c1ccc(O)cc1,0.38,CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1,0.39,CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,0.55,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)CC1CCCCC1,0.33,CC1=C(CN(C)C(=O)NC(C)c2ccccc2)N2CC(CCN(C(C)CO)CCCOC1=O)N=N2
123,CC(C)OC(=O)N(C)C[C@@H]1OCc2cnnn2CCCC(=O)N(C[C@@H]1C)[C@H](C)CO,0.0,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)OCc4cnnn4CCCC1=O,0.0,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,0.0,CC(C)COC(=O)N(C)CC1OCc2ccccc2-c2ccccc2C(=O)N(C(C)CO)CC1C,0.0,COc1cccc2c3c([nH]c12)C(CO)N(C(=O)Nc1cc(Cl)c(Cl)c(Cl)c1)CC3
124,CC(C)OC(=O)N(C)C[C@H]1OCc2cnnn2CCCC(=O)N(C[C@@H]1C)[C@H](C)CO,0.0,COc1cccc(NC(=O)N(C)C[C@@H]2OCc3cn(CCCC(=O)N(C[C@@H]2C)[C@H](C)CO)nn3)c1,0.0,NC(=O)c1cccc(N)c1,0.0,CC1CCCCOC(CN(C)Cc2ccccn2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1,0.0,Cn1nnnc1N1CCCC1
125,CC(C)OC(=O)N(C)C[C@H]1OCc2cnnn2CCCC(=O)N(C[C@H]1C)[C@@H](C)CO,0.0,CC(C)CC#Cc1ccc2c(O[C@@H](CN(C)C(=O)c3cnccn3)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O)c1,0.0,COc1ccccc1NC(=O)N(C)C[C@@H]2OCc3cn(CCCC(=O)N(C[C@H]2C)[C@H](C)CO)nn3,0.0,CC(N)C(=O)NC(C(=O)NC(C)(C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NCCC(=O)NC(C=O)Cc1ccccc1)C(C)(C)C,0.0,Cc1scnc1C(C)C
126,CC(C)Sc1nc2n(C)c(=O)[nH]c(=O)c2n1Cc3ccccc3,0.47,Oc1cc2CCC3NCc4ccccc4C3c2cc1O,0.55,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1,0.33,CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NCCCNC(=O)CCCCCCCCCCCCCC(=O)Nc1ccccc1O,0.27,O=C(CC1OC(CO)C(OC(=O)Cc2cccc(Cl)c2)C(OC(=O)Cc2ccccc2)C1NC(=O)Cc1ccccc1)NCc1cccc(Cl)c1
127,CC(C)[C@H](O)CCC(C)C1CCC2C3CC=C4C[C@@H](O)CC[C@@]4(C)C3CC[C@@]12C,0.1,C1CCN(C1)c2nc(N3CCCC3)c4ccccc4n2,0.13,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,0.24,CCCCCC(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCC3CCCCC3)OC(CO)C1O2,0.21,CC1CN(C(C)CO)S(=O)(=O)c2ccc(C#CC(C)(C)O)cc2OC1CN(C)C(=O)Nc1cc(F)ccc1F
131,CC(C)c1cccc(NC(=O)C[C@H]2CC[C@H]3[C@@H](COc4ccc(NC(=O)c5cnccn5)cc4C(=O)N3C)O2)c1,0.55,OC[C@@H]1O[C@H](CC(=O)N2CCCCC2)C[C@H]3[C@@H]1Oc4ccc(NC(=O)NC5CCCC5)cc34,0.46,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(O)=O,0.71,CC1CCCCOC(CN(C)Cc2ccccn2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1,0.41,CCCNC(=O)N1c2ccccc2CCC1CCO
132,CC(C)c1nnc(NC(=O)c2nc(ncc2Cl)S(=O)(=O)Cc3cccc(C)c3)s1,0.43,CC[Hg]Sc1ccccc1C(O)=O,0.35,OCCSC1=C(SCCO)C(=O)c2ccccc2C1=O,0.56,CN(C)CCOC1CC2c3cc(NS(=O)(=O)c4ccccc4F)ccc3OC2C(CO)O1,0.12,CNCC12CCCCC1CCC13C(=O)CCC=C1CCC(C)C32
136,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,0.41,CCN1CCC(CNC(=O)c2cc(ccc2OC)S(=O)(=O)N)C1,0.42,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)CCCN(C)C)cc3C1=O,0.54,COc1ccc(CNC(=O)CC2CCC3C(COCC(O)CN3C(=O)c3cccc(F)c3)O2)cc1,0.46,C=C(NC(=O)CC1CCC(NC(=O)c2ccncc2)C(CO)O1)c1ccccc1
139,CC/C(=C(c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)/c3ccccc3,0.36,CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1,0.36,CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1,0.42,CC(C(=O)NC(Cc1ccc(O)cc1)C(=O)NC1CC(CO)N(C(=O)c2ccc(C(C)(C)C)cc2)C1C(=O)NCCc1ccccc1)C(C)C(C)(C)C,0.13,CCCCCCCCCCCCCCCCCCC(=O)NC(CO)C(=O)O
143,CC1(C)O[C@@H]2CC3C4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,0.99,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,0.22,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1,0.38,CCOC(=O)C(C)NC(=O)CC1C=CC(NC(=O)Nc2ccc(C(F)(F)F)cc2)C(CO)O1,0.33,CN(C)CCCCCCS(=O)(=O)N1CC(CO)CC1CO
144,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,0.22,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+](=O)[O-],0.17,OC(=O)c1cccc(c1)-c1noc(n1)-c1ccccc1F,0.3,CCCCCCNC(=O)CC1CC2c3cc(NC(=O)c4ccc5c(c4)OCO5)ccc3OC2C(CO)O1,0.23,COc1cc(C(=O)OCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O)cc(CCC(=O)O)c1OC
145,CC1(C)S[C@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O,0.26,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C,0.4,CCOC(=O)C1CCN(CC1)C(=O)C(C)(C)NC(=O)Nc1ccc(cc1)N(C)C,0.43,CCC1CNC2C(=O)N(Cc3ccccc3)C(=O)C12C,0.3,CNCC1Oc2cc(C#CC(C)(C)O)ccc2S(=O)(=O)N(C(C)CO)CC1C
146,CC12CCC3C(C2CCC1O)C(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc4cc(O)ccc34,0.27,CCC(c1ccccc1)=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1,0.27,CCC(c1ccccc1)=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1,0.41,CCCCCC#Cc1ccc(C2C(C#N)N(C(=O)c3cccnc3)C2CO)cc1,0.35,CNCC1OCc2ccc(NS(C)(=O)=O)cc2C(=O)COCC(C)C(C)N(C(C)CO)CC1=O
148,CC12CCC3C(CCC4C(=O)C(=O)CCC34C)C2CCC1=O,0.46,C[C@]12CCC3C(CCC4=CC(=O)CC[C@H]34)C1CC[C@@]2(O)C#C,0.46,C[C@]12CCC3C(CCC4=CC(=O)CC[C@H]34)C1CC[C@@]2(O)C#C,0.51,CC(C)(C)S(=O)NCCCNCCCNCCCCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCN,0.01,c1ccncc1
150,CC1=C/CC[C@@]2(C)O[C@@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1,0.15,CN(C)/C=N/c1nnc(Sc2cc(C)nc3ccccc23)s1,0.15,CN(C)/C=N/c1nnc(Sc2cc(C)nc3ccccc23)s1,0.29,CC1CN(C(C)CO)C(=O)CCCn2nncc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.25,NCCCNC(=O)CC1OCCC2(CO)Oc3cccc(NS(=O)(=O)c4ccccc4F)c3C12
151,CC1=C/CC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1,0.19,Cc1ccc(C=C2CNCC(=Cc3ccc(C)cc3)C2=O)cc1,0.14,[O-][N+](=O)c1ccc(/C=C(C#N)/c2nc3ccccc3[nH]2)o1,0.29,COc1ccc(CN(C)CC2OCc3cn(nn3)CCCC(=O)N(C(C)CO)CC2C)cc1,0.29,CN(C)C(=O)CC1CCC(NC(=O)Cc2cccnc2)C(CO)O1
152,CC1=C/CC[C@]2(C)OC2[C@H]2OC(=O)C(=C)[C@@H]2CC1,0.51,CCCNC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](C(C)CC)C(=O)N2CCC[C@H]2C(=O)OC,0.39,CCN(CC)C(=S)SSC(=S)N(CC)CC,0.29,CC1CN(C(C)CO)C(=O)CCCn2nncc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.29,CC(C)(c1ccccc1)C(N)C(=O)NCCCC(=O)Nc1ccc(C(F)(F)F)cc1
153,CC1=CCC[C@@]2(C)O[C@@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1,0.4,CCCCC/C=CC/C=CC/C=CC/C=CCCCC(=O)C(F)(F)F,0.49,CCCC[C@@H](C)C=C(C)C=C(/C)C(=O)NC1=C[C@@](O)(C=CC=CC=CC(=O)NC2C(=O)CCC2=O)[C@@H]2OC2C1=O,0.31,CC1CN(C(C)CO)C(=O)CCCn2cc(nn2)COC1CN(C)C(=O)CCC(F)(F)F,0.26,Cc1c(C)c(C)c(CN2CCNCC2CC(=O)NC(C)C)c(C)c1C
154,CC1=CCC[C@@]2(C)O[C@H]2[C@@H]2OC(=O)C(=C)[C@@H]2CC1,0.14,Cn1nnnc1Sc2ncnc3scc(c4ccc(C#N)cc4)c23,0.38,CCCCC/C=C/C=C/1[C@@H](C/C=CCCCC(=O)O)C=CC1=O,0.29,CC(C(CC=Cc1ccc(O)c(O)c1)C(=O)O)C(C)(C)C,0.28,CC(C)(C)C(N)C(=O)Nc1cccnc1
156,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0.9,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,0.12,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,0.37,CCCCCC(O)(C(O)CCCC(O)CCCCCCCCCC(=O)O)C(C)(C)C,0.2,CC(C)CC#Cc1ccc2c(c1)OC(CN(C)CC1CCOCC1)C(C)CN(C(C)CO)S2(=O)=O
159,CC=Cc1cccc(c1)-c1nc(cc2CN([C@@H](CCO)c12)[S@@](=O)C(C)(C)C)C(=O)NCc1ccccc1,0.43,CCC(=O)Nc1ccc2OC[C@@H](C)N(Cc3ccncc3)C[C@@H](C)[C@H](CN(C)C(=O)c2c1)OC,0.36,CN(C)CCCSc1ccccc1NC(=O)C=Cc1ccccc1,0.97,CC(C)(C)S(=O)N1Cc2cc(C(=O)NCc3ccc(F)cc3)nc(-c3cccc(-c4ccncc4)c3)c2C1CCO,0.41,CC(C)C(=C(F)F)N1CCN(C(=O)c2cc(F)cc(F)c2F)CC1
160,CC=Cc1cccc(c1)-c1nc(cc2CN([C@H](CCO)c12)[S@](=O)C(C)(C)C)C(=O)NCc1ccccc1,0.97,CN(C)C(=O)c1cccc(c1)-c1cccc(c1)-c1nc(cc2CN([C@@H](CCO)c12)[S@@](=O)C(C)(C)C)C(=O)NCc1ccccc1,0.9,CN1CCN(CC1)C(=O)c1cc2CN([C@H](CCO)c2c(n1)-c1cccc(c1)-c1ccc(cc1)C#N)[S@](=O)C(C)(C)C,0.53,CCCNC(=O)CC1CC2c3cc(NC(=O)c4ccc5c(c4)OCO5)ccc3OC2C(CO)O1,0.36,CC1CN(C(C)CO)C(=O)Cc2cc(NC(=O)CCCN(C)C)ccc2OC1CN(C)Cc1ccc(C(F)(F)F)cc1
162,CCC(=O)N1[C@@H]([C@@H](CO)[C@@H]2Cn3c(ccc(-c4ccccc4OC)c3=O)[C@H]12)C(=O)NCCCN(C)C,0.0,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](CC(C)=CC(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O,0.0,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O,0.0,Cc1ccc(CCC(=O)NN=Cc2ccc(C(C)(C)C)cc2)cc1,0.0,COc1ccc(C(=O)Nc2cccc(Cl)c2)cc1-c1ccc(C(=O)Nc2ccccc2C)cc1
163,CCC(=O)N1[C@H]([C@H](CO)[C@H]2Cn3c(ccc(-c4ccccc4OC)c3=O)[C@@H]12)C(=O)NCCCN(C)C,0.0,CO[C@@H](CN(C)S(=O)(=O)c1cccc(Cl)c1)[C@@H](C)CN([C@@H](C)CO)C(=O)Nc1ccccc1F,0.0,O=C1N(C[C@H]2CCCc3cccc1c23)[C@@H]1CN2CCC1CC2,0.0,CCCCCCCCCOc1ccc(C(=O)NCCCOCCOCCOCCOC)cc1,0.0,Cc1c(C)c(C)c(NC(=O)NCCNc2ccccc2)c(C)c1C
166,CCC(=O)O[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C,0.78,C[C@]12CCC3C(CCC4=CC(=O)CC[C@H]34)C1CC[C@@]2(O)C#C,0.24,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,0.26,CCCCCCCCCCCCCCCCCCCCCC(O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C(O)C(C)O,0.23,CCNC(=O)CC12COC(=O)c3cccc(NC(=O)c4cccc(F)c4)c3N(C)C1CCCO2
167,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.57,C[C@@]12CC[C@H]3[C@@H](CCC4=C3CCC(=O)C4)[C@@H]2CC[C@@]1(O)C#C,0.78,C[C@]12CCC3C(CCC4=CC(=O)CC[C@H]34)C1CC[C@@]2(O)C#C,0.3,CC(NC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCNC(=O)CCCNC(=O)CCCCCCCC(=O)c1ccccn1)C(=O)NCCCC(=O)NCCCCCCC(=O)NCCCCCN,0.09,OC(c1ccccc1)(c1ccncc1)c1cccc(C(F)(F)F)c1
168,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,0.3,CC(C)c1c(C(=O)Nc2ccccc2)c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(O)=O)-c1ccccc1,0.3,CC(C)c1c(C(=O)Nc2ccccc2)c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(O)=O)-c1ccccc1,0.26,CC(C)CC=CC=CC=CC=CC=CC=CC=CC=CC(=O)O,0.11,Cc1cccc(NC(=O)c2ccccc2C(=O)O)c1
169,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]12,0.29,OC[C@@H]1O[C@H](CC(=O)N2CCOCC2)C=C[C@H]1NC(=O)NC1CCCCC1,0.26,COC(=O)C1=C(C)N=C(C)C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN(C)Cc1ccccc1,0.45,CCCCCC(O)CCCCCCCCCCC(=O)NC(CCCC=CC(=O)O)C(=O)O,0.01,C=O
170,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,0.3,CC(C)c1c(C(=O)Nc2ccccc2)c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(O)=O)-c1ccccc1,0.19,C[C@H]1CN(C[C@@H](C)O1)c1ccc(NC(=O)c2cccc(-c3ccc(OC(F)(F)F)cc3)c2C)cn1,0.23,CCCNC(=O)Nc1ccc2c(c1)C1CC(CC(=O)N3CCOCC3)OC(CO)C1O2,0.29,CN(C)CCCNC(=O)CC1OCC(CO)C=C1NC(=O)C1CC1
171,CCC(C)(N(Cc1cccs1)C(=O)c2ccccn2)C(=O)NC3CCCC3,0.26,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=C/CO,0.47,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O,0.67,CN(C)C(=O)C(NC(=O)c1cccc(C(F)(F)F)c1)c1ccccc1,0.58,CN1CC(=O)COCC2OCC(CC(=O)NCc3cccc(F)c3)CC21
172,CCC(CC)(CC(=O)Nc1cccc(C=Cc2nc(cs2)C3CCC3)c1)C(=O)O,0.23,CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O,0.35,CC(C)Cc1ccc(cc1)C(C)C(O)=O,0.52,CN(C)CCCCCCC(=O)Nc1ccc(C(=O)O)cc1,0.36,CN(C)CCCNC(=O)CC12OCCCC1(CO)Oc1cccc(NS(=O)(=O)c3c(F)cccc3F)c12
174,CCC1CCC2OC3(CC[C@@H](C)C(C[C@H](C)O)O3)[C@H](C)C(OC(=O)C=C[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@@](C)(O)[C@H](O)[C@@H](C)CC=CC=C1)[C@H]2C,0.18,Oc1ccc(C[C@@H]2N3[C@H](CN(Cc4cccc5ccccc45)C2=O)N(CCC3=O)C(=O)NCc2ccccc2)cc1,0.13,Clc1cc(Cl)c(OCC(=O)NN=Cc2ccc[nH]2)c(Cl)c1,0.31,CCCCCCOc1ccc(C(=O)NC2CCC3(C)C(CCC4C5CCC(O)C5(C)CCC43)C2)cc1,0.22,CCCCCC(=O)Nc1cccc2c1C(=O)N(Cc1cccc(F)c1)C(C)C(=O)C(C)CN(C(=O)C(C)C)CCO2
176,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,0.45,COc1cc2CCN(C)[C@H]3Cc4ccc(Oc5c(O)c(OC)cc6CC[N+](C)(C)[C@H](Cc7ccc(O)c(Oc1cc23)c7)c56)cc4,0.36,CCCN1CCc2cccc-3c2[C@H]1Cc4ccc(O)c(O)c43,0.61,CCNC(=O)CC1CCC(NC(=O)Nc2ccc(Cl)cc2)C(CO)O1,0.38,COc1ccc(S(=O)(=O)N(C)CC2OCC(=O)C(=O)c3cc(NS(C)(=O)=O)ccc3OC(CN(C)Cc3ccccn3)CCNC(OC(=O)c3ccccc3F)C2C)cc1
180,CCCCCC(=O)O[C@@]1(CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C)C(C)=O,0.18,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,0.18,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,0.24,CCN(CC)C(=O)CC1CCC(NC(=O)c2ccccc2)C(CO)O1,0.29,CC(N)CNC(=O)CC1OCC(NC(=O)Cn2cnnn2)CC1CO
185,CCCCCCCCc1ccc(cc1)-c1ccc(cc1)C(O)=O,0.33,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.33,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.46,CCCCCCCCCCCCCCCCCCCC(O)C(O)COc1ccc(OC)cc1,0.14,CC1=CN2N=NC(CCN(C(C)CO)CCCOC1=O)C2C
